country,continent,year,tot_health_sp_pp,tot_health_sp_per_gdp,priv_share_health_sp,pocket_share_health_sp,gov_share_health_sp,gov_health_sp_pp,gov_prop_health_spending,pop,pop_dens,life_exp
Finland,Europe,1997,1850,7.71,27.9,22.1,72.1,1330,9.82,5150000,17,77.2
France,Europe,1997,2440,10.3,20.4,7.19,79.6,1940,15.1,58200000,107,78.7
Gabon,Africa,1997,117,2.52,60,60,40,46.8,3.2,1140000,4.43,60.2
Gambia,Africa,1997,17.8,5.18,70.3,37.8,29.7,5.29,5.72,1200000,111,61.2
Georgia,NA,1997,57,7.99,81.3,81.3,18.7,10.6,6.52,4710000,70.2,72.5
Germany,Europe,1997,2700,10.3,19.4,10.6,80.6,2180,17.2,81400000,234,77.4
Ghana,Africa,1997,20.5,5.31,45.4,29.2,54.6,11.2,10,17900000,77.4,59.2
Greece,Europe,1997,1060,8.44,47.2,45.1,52.8,562,9.94,10900000,85,78.5
Grenada,NA,1997,219,7.25,56.5,NA,43.5,95.3,9.24,102000,297,72.7
Guatemala,Americas,1997,63.9,3.77,62.9,NA,37.1,23.7,12.7,10900000,102,66.8
Guinea,Africa,1997,26.3,5.56,79.7,79.3,20.3,5.33,6.42,7660000,33.9,54.1
Guinea-Bissau,Africa,1997,16,6.72,66.5,36.8,33.5,5.37,5.06,1130000,42,50.3
Guyana,NA,1997,51,4.97,19.9,NA,80.1,40.9,9.56,758000,3.86,66.2
Haiti,Americas,1997,24.6,6.2,60.6,NA,39.4,9.68,20.2,8030000,294,55.7
Honduras,Americas,1997,39.5,4.88,51.4,NA,48.6,19.2,11.9,6050000,53.9,69.7
Hungary,Europe,1997,309,6.83,18.7,18.7,81.3,251,11.1,10300000,114,71
Iceland,Europe,1997,2650,9.64,15.1,15.1,84.9,2250,20.1,273000,2.72,79
India,Asia,1997,18.4,4.35,74.9,68.8,25.1,4.61,3.62,1000000000,335,62
Indonesia,Asia,1997,20.3,1.93,65,47.2,35,7.12,3.89,203000000,112,66.7
Iran,Asia,1997,110,4.08,51.5,49.7,48.5,53.4,8.46,63100000,38.5,72.7
Iraq,Asia,1997,8.89,1.69,99.6,99.6,0.39,0.04,0.13,21400000,49.5,65.3
Ireland,Europe,1997,1400,6.26,25.1,15.3,74.9,1050,12.9,3650000,53.9,76
Israel,Asia,1997,1440,7.72,30.4,21.4,69.6,1000,10.2,5570000,260,78.1
Italy,Europe,1997,1600,7.61,29.1,26.4,70.8,1140,10.8,56900000,194,78.7
Jamaica,Americas,1997,178,5.97,43.8,NA,56.2,99.9,7.71,2580000,239,74
Japan,Asia,1997,2360,6.99,18.8,15.2,81.2,1920,15.9,127000000,348,80.8
Jordan,Asia,1997,146,9.26,41.6,28.5,58.4,85,14.2,4850000,54.4,71.9
Kazakhstan,NA,1997,67,4.68,35.9,35.2,64.1,43,14.7,15400000,5.77,64.8
Kenya,Africa,1997,18.7,4.12,61.1,48.4,38.9,7.25,7.26,29400000,50.9,56.6
Kiribati,NA,1997,81.6,9.42,4.52,NA,95.5,77.9,11.2,80200,99,59.1
Kuwait,Asia,1997,669,3.69,20.1,18.9,79.9,534,6.99,1710000,96.3,78.7
Kyrgyz Republic,NA,1997,20.7,5.54,48.2,44.8,51.8,10.7,13.1,4710000,24.5,66
Lao,NA,1997,22,6.32,42.1,38.1,57.9,12.7,19.5,5050000,21.9,55.4
Latvia,NA,1997,160,6.23,44.2,NA,55.8,89.3,9.57,2450000,39.4,69.9
Lebanon,Asia,1997,502,11.4,69.8,56.3,30.2,152,9.17,3660000,302,74.2
Lesotho,Africa,1997,32.1,7.14,55.2,39.9,44.8,14.4,5.05,1970000,59.6,53.9
Liberia,Africa,1997,NA,NA,NA,NA,NA,NA,NA,2330000,24.5,51.9
Libya,Africa,1997,200,3.23,54.9,54.9,45.1,90.3,5.55,5120000,2.91,73.2
Lithuania,NA,1997,163,5.74,27.5,NA,72.5,118,8.39,3580000,57.1,71.4
Luxembourg,NA,1997,2470,5.59,7.52,7.4,92.5,2290,12.7,420000,162,76.9
Madagascar,Africa,1997,8.55,3.37,38.6,20.5,61.4,5.25,11.9,14300000,24.7,57.7
Malawi,Africa,1997,13.3,5.16,69,30.2,31,4.13,5.06,10300000,110,44.7
Malaysia,Asia,1997,123,2.68,40.7,28.6,59.3,72.9,7.56,21600000,65.6,72.4
Maldives,NA,1997,124,6.33,44,21.1,56,69.5,11.1,264000,881,69.9
Mali,Africa,1997,18.2,7.03,63.9,63.9,36.1,6.58,11.4,10100000,8.29,51.1
Malta,NA,1997,636,6.55,30.5,NA,69.5,442,10.6,384000,1210,78
Marshall Islands,NA,1997,407,22.9,13.6,10.2,86.4,352,19.4,50500,287,62.3
Mauritania,Africa,1997,23,3.98,49.1,46.4,50.9,11.7,8.83,2430000,2.4,62.2
Mauritius,Africa,1997,127,3.52,45.8,33.9,54.2,68.9,7.74,1150000,569,71
Mexico,Americas,1997,223,4.8,55.3,NA,44.7,99.9,14.2,94600000,50,73.4
"Micronesia, Fed. Sts.",NA,1997,149,7.92,6.17,6.17,93.8,140,11.3,108000,155,65
Moldova,NA,1997,42.7,9.45,35.7,28.2,64.3,27.4,12.2,4290000,130,67.9
Monaco,NA,1997,2630,3.15,10.8,7,89.2,2350,14.8,31300,21000,NA
Mongolia,Asia,1997,18.8,4.18,17.8,12.1,82.2,15.4,9.94,2340000,1.5,60.8
Montenegro,Europe,1997,101,7.66,28.9,28.9,71.1,72,16.9,618000,46,73.8
Morocco,Africa,1997,49.3,4.09,72,55.5,28,13.8,3.89,27800000,62.3,68.3
Mozambique,Africa,1997,10.3,4.56,35.1,14.6,64.9,6.68,13.7,16400000,21.2,50.5
Myanmar,Asia,1997,2.03,1.89,86.1,85.3,13.9,0.28,0.889,45000000,67.9,57.6
Namibia,Africa,1997,143,6.9,28.6,6.27,71.3,102,13.5,1700000,2.14,57.9
Nauru,NA,1997,425,14.1,16.7,2.63,83.3,354,10,10600,503,NA
Netherlands,Europe,1997,1970,7.95,32.2,7.67,67.8,1340,11.3,15700000,464,77.9
New Zealand,Oceania,1997,1300,7.22,22.7,15.6,77.3,1000,13.7,3750000,14.3,77.2
Nicaragua,Americas,1997,47.9,6.84,51.1,NA,48.9,23.4,13.7,4830000,39.8,73.8
Niger,Africa,1997,6.76,3.58,56.1,45.1,43.9,2.96,9.9,10200000,8.04,50
Nigeria,Africa,1997,53.3,4.63,76.5,72.3,23.5,12.5,7.05,113000000,125,55.4
North Macedonia,NA,1997,178,9.23,39.8,39.7,60.2,107,16.2,2000000,79.3,73.1
Norway,Europe,1997,3020,8.4,18.6,17.8,81.3,2450,14.6,4420000,12.1,78.3
Oman,Asia,1997,231,3.35,17,10.7,83,192,7.26,2250000,7.27,71.8
Pakistan,Asia,1997,14.7,3.34,75,73.3,25.1,3.68,2.7,131000000,167,61.3
Palau,NA,1997,775,12.4,21.6,17.6,78.4,607,14.4,18000,39.4,NA
Panama,Americas,1997,258,7.12,31.5,NA,68.5,176,21,2850000,38.4,76
Papua New Guinea,NA,1997,33.7,3.4,19.5,9.11,80.5,27.2,9.35,5450000,11.4,56
Paraguay,Americas,1997,123,6.95,60.8,NA,39.2,48.3,13.8,5000000,12.5,74.4
Peru,Americas,1997,104,4.35,48,NA,52,54.3,12.8,25200000,19.4,72.6
Philippines,Asia,1997,41.1,3.62,57,46.5,43,17.7,8.04,73000000,245,69.3
Poland,Europe,1997,230,5.61,28,28,72,166,8.69,38500000,126,72.8
Portugal,Europe,1997,892,7.79,34.3,22.9,65.7,586,12.4,10200000,112,75.7
Qatar,NA,1997,680,3.18,31.3,28.3,68.7,467,5.02,535000,46,72.6
Romania,Europe,1997,75.3,4.77,30.2,NA,69.8,52.6,9.62,22600000,98.3,69.1
Russia,NA,1997,194,7.1,29.2,18.1,70.8,137,13,148000000,9.02,67.1
Rwanda,Africa,1997,13.5,4.59,60.1,24.9,39.9,5.39,9.34,6420000,264,46.5
Samoa,NA,1997,77.6,5.45,27.3,23.3,72.7,56.4,17.4,172000,60.8,71.3
San Marino,NA,1997,2170,7.54,14.8,NA,85.2,1850,18.4,26600,442,NA
Sao Tome and Principe,Africa,1997,61.8,8.89,68.8,48.8,31.2,19.3,8.34,136000,137,63.7
Saudi Arabia,Asia,1997,265,3.06,42.7,30.5,57.3,152,4.89,19400000,9.07,74
Senegal,Africa,1997,21.6,4.08,65.1,60.6,34.9,7.56,8.03,9130000,47.8,59.5
Serbia,Europe,1997,144,7.22,28.1,23.9,71.8,104,13.5,9780000,112,71.1
Seychelles,NA,1997,432,5.84,13.8,13.6,86.3,372,8.49,78400,171,70.9
Sierra Leone,Africa,1997,29.4,13.5,88.8,84.5,11.2,3.3,8.85,4340000,59.6,50.9
Singapore,Asia,1997,756,2.9,51.5,49.6,48.5,367,8.42,3750000,5210,78.2
Slovak Republic,Europe,1997,230,5.78,8.32,NA,91.7,211,10.8,5390000,112,72.8
Slovenia,Europe,1997,797,7.76,25,NA,75,598,13.1,1990000,98.7,75.2
Solomon Islands,NA,1997,49.5,4.98,7.2,4.02,92.8,46,17.6,380000,13.6,61.3
Somalia,Africa,1997,5.75,2.63,54.5,54.5,45.5,2.62,4.36,7940000,13,51
South Africa,Africa,1997,287,8.26,61.2,11.5,38.8,111,9.29,43000000,36,60.8
South Korea,NA,1997,454,3.92,55.6,45.9,44.4,202,7.98,46200000,475,75.3
Spain,Europe,1997,1060,7.33,27.5,NA,72.5,769,12.8,40000000,80.5,78.7
Sri Lanka,Asia,1997,27.3,3.33,54.8,47.2,45.2,12.3,5.7,18500000,295,70.4
St. Kitts and Nevis,NA,1997,316,5.09,41.8,NA,58.2,184,10.2,42900,169,NA
St. Lucia,NA,1997,199,4.96,39.3,NA,60.7,121,11.6,151000,248,72.4
St. Vincent and the Grenadines,NA,1997,128,4.73,17.4,NA,82.6,106,9.17,108000,277,70.9
Sudan,Africa,1997,13.8,3.75,77.6,72,22.4,3.09,11.9,25400000,14.4,61.7
Suriname,NA,1997,160,7.76,56.9,NA,43.1,69.1,11.8,454000,2.92,70
Swaziland,Africa,1997,87.3,5.12,45,14.2,55,48,12.2,963000,58.4,55
Sweden,Europe,1997,2300,8.03,14.2,14.2,85.8,1970,11.4,8870000,21.6,79.4
Switzerland,Europe,1997,3700,9.95,45,32.4,55,2030,15.4,7070000,179,79.5
Syria,Asia,1997,59.1,5.3,64.6,64.6,35.4,20.9,6.63,15200000,82.7,71.1
Tajikistan,NA,1997,5.63,3.64,55.9,54.3,44.1,2.48,8.48,5940000,42.4,66.2
Tanzania,Africa,1997,8.87,3.65,56.5,47.1,43.5,3.86,10.2,31200000,35.7,52.6
Thailand,Asia,1997,99,4,46,36.9,54,53.4,9.75,60800000,119,71
Timor-Leste,NA,1997,42.8,10.5,9.99,9.32,90,38.5,10.8,862000,58.6,63.2
Togo,Africa,1997,17.7,4.56,70.4,61.4,29.6,5.25,8.48,4490000,83.4,57
Tonga,NA,1997,98.1,5.64,31.9,24.7,68.1,66.8,13.1,96600,134,70.5
Trinidad and Tobago,Americas,1997,187,4.16,53.7,NA,46.3,86.7,5.29,1260000,246,70.3
Tunisia,Africa,1997,116,5.64,47.4,40.5,52.6,61.1,7.61,9400000,60.4,73.4
Turkey,Europe,1997,130,3.13,28.4,28.3,71.6,93,10.8,60400000,78.4,71.7
Turkmenistan,NA,1997,30,4.85,28.2,28.2,71.8,21.5,13.9,4360000,9.27,64.7
Tuvalu,NA,1997,117,8.55,0.27,NA,99.7,117,4.43,9330,309,NA
Uganda,Africa,1997,16.5,5.54,69.8,49.7,30.2,5,9.85,21700000,109,47.5
Ukraine,NA,1997,60.6,6.08,43.8,40,56.2,34,9.3,50200000,86.6,67.8
United Arab Emirates,NA,1997,751,2.49,21.7,15.3,78.3,588,8.76,2670000,32.3,72.4
United Kingdom,Europe,1997,1540,6.61,19.7,14.2,80.4,1240,13.1,58300000,241,77.2
United States,Americas,1997,4060,13.3,55.3,14.7,44.7,1810,16.8,272000000,29.8,76.6
Uruguay,Americas,1997,616,8.4,58.1,NA,41.9,258,11.6,3270000,18.7,74
Uzbekistan,NA,1997,32.4,5.21,36.6,35,63.4,20.6,7.51,23600000,55.7,67.6
Vanuatu,NA,1997,46.7,3.19,23.2,16.6,76.8,35.8,10.3,175000,14.4,61.9
Venezuela,Americas,1997,144,3.86,64.1,NA,35.9,51.8,5.45,22800000,26.2,73.7
Vietnam,Asia,1997,17.1,4.86,67,65.5,33,5.66,6.48,77100000,250,70.7
Yemen,NA,1997,20.8,4.68,54.6,52,45.4,9.44,6.13,16000000,31.1,61.7
Zambia,Africa,1997,25.8,6.21,34.7,31.9,65.3,16.8,15.5,9600000,13,45.5
Zimbabwe,Africa,1997,63.5,9.03,52.6,30.5,47.4,30.1,12.1,11700000,30.3,49.6
Afghanistan,Asia,1998,NA,NA,NA,NA,NA,NA,NA,19700000,28.9,52.8
Albania,Europe,1998,47.1,5.34,60.5,60.4,39.5,18.6,6.1,3110000,113,74.5
Algeria,Africa,1998,66,4.06,26.2,25.5,73.8,48.7,9.61,30200000,12.7,73.5
Andorra,NA,1998,1860,9.85,28,18.7,72,1340,28.7,64100,136,80.6
Angola,Africa,1998,9.1,1.85,26.9,26.9,73,6.65,3.15,15400000,12.4,49.3
Antigua and Barbuda,NA,1998,388,4.64,32,27.9,68,264,12,73200,181,74.5
Argentina,Americas,1998,706,8.54,45.8,29.1,54.2,383,14.9,36100000,13.2,73.5
Armenia,NA,1998,35.2,5.78,71.5,67.5,28.5,10,7.68,3110000,109,71.5
Australia,Oceania,1998,1590,7.63,33.6,19.9,66.4,1050,14.5,18600000,2.43,78.9
Austria,Europe,1998,2660,9.93,24,15.4,76,2020,14.1,8040000,97.6,77.8
Azerbaijan,NA,1998,30.6,5.49,83.5,66.6,16.5,5.04,5.89,7990000,96.7,65.9
Bahamas,NA,1998,1020,6.28,55.1,22.1,44.9,458,13.8,291000,29,71.8
Bahrain,Asia,1998,479,4.71,31.2,22.7,68.8,330,10.5,614000,808,71.7
Barbados,NA,1998,530,5.93,34.6,NA,65.4,347,11.7,269000,623,74.5
Belarus,NA,1998,89.3,5.96,23,13.4,77,68.8,10.1,9970000,49.4,68.3
Belgium,Europe,1998,1980,7.89,25.2,21.2,74.8,1480,11.7,10200000,338,77.6
Belize,NA,1998,109,3.78,43,NA,57,62.3,7.71,230000,10.1,69.8
Benin,Africa,1998,17.5,4.39,55.8,55.7,44.2,7.74,12.5,6470000,57.4,57.2
Bhutan,NA,1998,37.2,5.66,32.8,32.8,67.2,25,11.6,564000,14.2,65.2
Bolivia,Americas,1998,54.4,5.1,38.8,NA,61.2,33.3,10.2,8100000,7.41,65.3
Bosnia and Herzegovina,Europe,1998,94.7,7.79,57,57,43,40.7,7.84,3730000,73.5,75
Botswana,Africa,1998,126,3.97,43.5,16,56.5,71.3,5.63,1580000,2.95,56.6
Brazil,Americas,1998,336,6.74,57.4,NA,42.6,143,5.63,170000000,20.4,70.6
Brunei,NA,1998,575,4.6,16.2,16,83.8,482,6.46,319000,60.6,73.4
Bulgaria,Europe,1998,82.8,5.36,30.1,NA,69.9,57.8,9.52,8140000,75,70.9
Burkina Faso,Africa,1998,12.5,4.68,60.1,56.6,39.9,4.98,9.81,11000000,40.1,51.4
Burundi,Africa,1998,8.26,5.75,71.7,47.7,28.3,2.33,7.01,6190000,241,44.3
Cambodia,Asia,1998,18.1,6.94,81.8,66.5,18.1,3.29,9.4,11600000,65.7,59.4
Cameroon,Africa,1998,29,4.42,82.2,77.7,17.8,5.15,4.86,14700000,30.7,55.3
Canada,Americas,1998,1850,9.04,29.4,16.3,70.6,1300,14.2,30000000,3.32,78.7
Cape Verde,NA,1998,63.1,5.06,24.7,24.7,75.3,47.5,10.2,413000,104,70.8
Central African Republic,Africa,1998,10.2,3.47,66.7,63.4,33.3,3.4,5.83,3480000,5.77,44.6
Chad,Africa,1998,12.3,5.41,69.3,66.7,30.7,3.77,11.1,7770000,6.16,52.3
Chile,Americas,1998,425,8.04,61.7,NA,38.3,163,13.6,15000000,20,76
China,Asia,1998,35.4,4.36,58.2,54.9,41.8,14.8,12.9,1270000000,135,71.3
Colombia,Americas,1998,239,9.32,28.1,NA,71.8,172,24.9,38400000,35.4,73.7
Comoros,Africa,1998,13.8,3.43,36.3,36.3,63.7,8.82,8.6,515000,277,60.3
"Congo, Dem. Rep.",Africa,1998,6.32,4.82,96.3,71.6,3.7,0.23,2.02,44800000,19.8,53.1
"Congo, Rep.",Africa,1998,23.9,3.64,41.2,41.2,58.8,14,5,2950000,8.93,50.1
Costa Rica,Americas,1998,236,6.26,23.9,NA,76.1,180,21.4,3800000,73.8,77.2
Cote d'Ivoire,Africa,1998,53,6.58,79.6,78.5,20.4,10.8,6.51,15600000,50,51.8
Croatia,Europe,1998,372,5.67,13,NA,87,324,12.9,4490000,80.3,73.8
Cuba,Americas,1998,135,5.82,10.2,NA,89.8,121,10.3,11000000,104,76.1
Cyprus,NA,1998,764,5.58,58.1,57,41.9,320,6.38,909000,98.3,76.5
Czech Republic,Europe,1998,398,6.42,9.57,9.57,90.4,360,13.5,10300000,134,74.6
Denmark,Europe,1998,2670,8.16,17.9,16.4,82.1,2190,11.9,5300000,125,76.6
Djibouti,Africa,1998,39.4,5.28,33.9,33.4,66.1,26.1,10.5,680000,29.4,60.3
Dominica,NA,1998,216,5.89,29.4,NA,70.6,153,8.95,70200,93.7,73.5
Dominican Republic,Americas,1998,143,5.83,69.2,NA,30.8,44.1,13.8,8210000,172,73.3
Ecuador,Americas,1998,83.4,4.29,61,NA,39,32.5,9.29,12200000,49,73.7
Egypt,Africa,1998,65.8,5.07,60,57.7,40,26.3,8.07,66200000,67.7,67.8
El Salvador,Americas,1998,169,8.25,57.5,NA,42.5,71.6,14.1,5800000,279,71.2
Equatorial Guinea,Africa,1998,49,5.25,52.6,50.8,47.4,23.2,8.28,558000,20.2,52.8
Eritrea,Africa,1998,9.34,4.29,56.9,56.9,43.1,4.03,2.41,2210000,31.9,53.4
Estonia,NA,1998,223,5.55,13.7,13.2,86.3,193,12.2,1410000,33.2,69.8
Ethiopia,Africa,1998,4.54,3.62,56.2,44.7,43.8,1.99,7.83,62500000,62.8,50.6
Fiji,NA,1998,65.6,3.17,17.7,11.3,82.3,54,7.32,800000,43.8,66.3
Finland,Europe,1998,1850,7.35,27.5,21.6,72.5,1340,10.1,5160000,17,77.4
France,Europe,1998,2480,10.2,20.5,7.12,79.5,1970,15.3,58400000,108,78.6
Gabon,Africa,1998,134,3.52,59.6,59.6,40.4,54,2.93,1170000,4.55,60
Gambia,Africa,1998,20.5,6.03,66,35.5,34,6.97,8.85,1240000,115,61.5
Georgia,NA,1998,48.6,6.55,81.7,81.7,18.3,8.88,5.89,4580000,69.4,72.6
Germany,Europe,1998,2730,10.3,20.1,11.3,79.9,2180,17.1,81400000,234,77.8
Ghana,Africa,1998,21.3,5.21,44.4,28.4,55.6,11.8,10.1,18400000,79.3,59.4
Greece,Europe,1998,1060,8.37,47.9,45.9,52.1,549,9.83,11000000,85.6,78.6
Grenada,NA,1998,247,7.34,57.1,NA,42.9,106,9.52,102000,298,73.1
Guatemala,Americas,1998,74.6,4.12,52.5,NA,47.5,35.4,15.3,11100000,104,66.8
Guinea,Africa,1998,25,5.64,83.2,82.8,16.8,4.2,6.42,7860000,34.6,54.3
Guinea-Bissau,Africa,1998,12.2,7.06,68.8,40.4,31.3,3.82,8.9,1150000,42.7,50.2
Guyana,NA,1998,49.4,5.02,20.2,NA,79.8,39.4,10,754000,3.85,66.3
Haiti,Americas,1998,27,5.99,66.1,NA,33.9,9.15,16.8,8170000,300,56.2
Honduras,Americas,1998,49.7,5.63,48.1,NA,51.9,25.8,14.3,6220000,55.3,63.5
Hungary,Europe,1998,335,7.18,25.2,22.3,74.8,251,10.5,10300000,114,70.9
